"chunk_id","chunk","frequency","createduser","createddate","updateduser","updateddate","deleteduser","deleteddate","isdeleted"
"39","'s a great shame","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"40","'s a great story","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"41","'s a great way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"42","'s a grey cat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"43","'s a grey dog","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"44","'s a hard thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"45","'s a high chance","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"46","'s a last name","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"47","'s a light knock","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"48","'s a little light","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"49","'s a little man","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"50","'s a little piece","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"51","'s a little town","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"52","'s a little toy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"53","'s a long climb","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"54","'s a loud knock","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"55","'s a lovely dog","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"56","'s a lovely house","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"57","'s a lovely picture","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"58","'s a new day","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"59","'s a new message","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"60","'s a new teacher","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"61","'s a nice blue","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"62","'s a nice boy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"63","'s a nice cake","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"64","'s a nice day","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"65","'s a nice girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"66","'s a nice guitar","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"67","'s a nice idea","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"68","'s a nice lady","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"69","'s a nice snack","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"70","'s a pretty girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"71","'s a pretty thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"72","'s a real chance","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"73","'s a real hand","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"74","'s a real person","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"75","'s a real place","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"76","'s a real thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"77","'s a red bus","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"78","'s a secret river","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"79","'s a serious camera","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"80","'s a simple matter","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"81","'s a simple way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"82","'s a small box","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"83","'s a small thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"84","'s a soft knock","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"85","'s a special name","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"86","'s a strange noise","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"87","'s a sure sign","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"88","'s a terrible business","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"89","'s a white ball","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"90","'s a whole summer","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"91","'s a wonderful person","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"92","'s a young girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"93","'s about a cook","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"94","'s about a farm","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"95","'s all down hill","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"96","'s almost a head","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"97","'s always a chance","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"98","'s always a price","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"99","'s an English thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"100","'s an easy climb","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"101","'s an easy way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"102","'s an empty box","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"103","'s an excellent idea","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"104","'s an important difference","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"105","'s an old family","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"106","'s early this year","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"107","'s just a baby","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"108","'s just a book","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"109","'s just a chance","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"110","'s just a child","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"111","'s just a dream","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"112","'s just a feeling","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"113","'s just a game","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"114","'s just a guess","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"115","'s just a lot","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"116","'s just a machine","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"117","'s just a picture","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"118","'s just a piece","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"119","'s just a rock","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"120","'s just a shame","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"121","'s just a week","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"122","'s just another word","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"123","'s just the ticket","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"124","'s nearly the end","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"125","'s no big thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"126","'s no easy way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"127","'s no good way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"128","'s not a building","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"129","'s not a cat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"130","'s not a cloud","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"131","'s not a dream","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"132","'s not a fact","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"133","'s not a fan","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"134","'s not a fish","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"135","'s not a football","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"136","'s not a monkey","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"137","'s not a party","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"138","'s not a pet","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"139","'s not a poem","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"140","'s not a reason","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"141","'s not a robot","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"142","'s not a secret","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"143","'s not a sign","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"144","'s not a star","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"145","'s not a teacher","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"146","'s not a toilet","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"147","'s not a toy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"148","'s not a word","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"149","'s not an animal","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"150","'s not an answer","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"151","'s not an excuse","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"152","'s not the answer","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"153","'s not the case","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"154","'s not the half","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"155","'s not the name","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"156","'s not the oil","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"157","'s not the plan","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"158","'s not the problem","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"159","'s not the question","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"160","'s not the reason","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"161","'s not the story","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"162","'s only a baby","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"163","'s only a child","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"164","'s only a kid","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"165","'s only a week","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"166","'s only the milk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"167","'s only the wind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"168","'s probably a reason","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"169","'s quite a while","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"170","'s quite another thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"171","'s really no need","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"172","'s sometimes a bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"173","'s still a part","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"174","'s still a way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"175","'s still the matter","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"176","'s that funny noise","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"177","'s the back door","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"178","'s the big secret","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"179","'s the black thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"180","'s the favourite book","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"181","'s the important bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"182","'s the new girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"183","'s the next thing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"184","'s the old man","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"185","'s the only bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"186","'s the only copy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"187","'s the only girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"188","'s the only room","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"189","'s the only word","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"190","'s the other day","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"191","'s the other game","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"192","'s the other half","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"193","'s the other part","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"194","'s the other wheel","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"195","'s the other word","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"196","'s the perfect place","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"197","'s the perfect way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"198","'s the real deal","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"199","'s the right answer","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"200","'s the right time","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"201","'s the same age","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"202","'s the same colour","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"203","'s the same noise","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"204","'s the same place","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"205","'s the same way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"206","'s the same world","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"207","'s the very reason","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"208","'s this other car","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"209","'s up the hill","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"210",", could remember the worry","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"211","A Place of Rest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"212","A big smile spread","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"213","A bridge of light","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"214","A city of light","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"215","A fool in love","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"216","A life for a life","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"217","A line of fire","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"218","A look of pain","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"219","A lot of sand","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"220","A place for everything","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"221","A sense of calm","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"222","About the taste test","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"223","All you could hear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"224","Another view of man","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"225","Another wave of light","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"226","As in a dream","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"227","As in the sun","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"228","As of this moment","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"229","Back in the library","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"230","Back in the village","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"231","Back on the TV","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"232","By this time tomorrow","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"233","CHICKEN or a CHAMPION","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"234","Carrot and the Zoo","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"235","Death with my name","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"236","Even if the girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"237","Ever since the day","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"238","Everyone in the town","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"239","For a moment nothing","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"240","Hat to the princess","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"241","He can not get","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"242","He can not lie","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"243","He could even hear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"244","He could feel the fear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"245","He could feel the magic","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"246","He could hardly believe","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"247","He could hear the wind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"248","He could never look","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"249","He could not guess","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"250","He could not let","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"251","He could only watch","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"252","He could see the girl","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"253","He put a hand","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"254","He put an arm","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"255","He will not go","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"256","He will not leave","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"257","He would not forget","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"258","He would probably laugh","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"259","He's already dead","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"260","He's as nervous","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"261","He's just mad","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"262","He's just nervous","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"263","He's not good","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"264","He's not safe","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"265","He's pretty sure","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"266","He's really good","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"267","He's really nice","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"268","He's so close","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"269","He's so cool","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"270","He's so good","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"271","He's so handsome","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"272","He's so hot","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"273","Help in a World","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"274","Hero into a hug","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"275","Hole in the whole","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"276","I answer the call","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"277","I beat the ground","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"278","I become a man","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"279","I begin the story","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"280","I can actually hear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"281","I can always count","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"282","I can always tell","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"283","I can ask the tree","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"284","I can be a bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"285","I can do a bit","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"286","I can eat the rest","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"287","I can even make","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"288","I can ever use","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"289","I can feel the answer","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"290","I can feel the heat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"291","I can feel the place","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"292","I can feel the weight","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"293","I can feel the wind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"294","I can find that book","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"295","I can get a lift","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"296","I can hardly look","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"297","I can hardly say","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"298","I can hardly take","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"299","I can hardly tell","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"300","I can have a look","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"301","I can hear the beat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"302","I can hear the doubt","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"303","I can hear the ice","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"304","I can hear the sea","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"305","I can hear the smile","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"306","I can just remember","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"307","I can just tell","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"308","I can just walk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"309","I can keep an eye","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"310","I can never get","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"311","I can never go","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"312","I can never say","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"313","I can not afford","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"314","I can not control","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"315","I can not finish","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"316","I can not lose","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"317","I can not reach","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"318","I can not risk","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"319","I can not sleep","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"320","I can not spare","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"321","I can now see","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"322","I can only get","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"323","I can only reach","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"324","I can only remember","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"325","I can remember the boy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"326","I can say another word","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"327","I can see the back","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"328","I can see the face","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"329","I can see the top","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"330","I can see the village","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"331","I can see the water","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"332","I can see the wind","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"333","I can spend the time","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"334","I can still get","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"335","I cancel the call","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"336","I change the subject","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"337","I close the book","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"338","I could almost laugh","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"339","I could already see","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"340","I could do the job","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"341","I could eat a horse","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"342","I could even see","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"343","I could ever hope","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"344","I could feel the energy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"345","I could feel the fear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"346","I could feel the pain","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"347","I could find a way","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"348","I could get a seat","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"349","I could hardly feel","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"350","I could have a break","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"351","I could have the sandwich","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"352","I could hear the fear","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"353","I could hear the man","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"354","I could hear the shake","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"355","I could hear the smile","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"356","I could just call","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
"357","I could just enjoy","2","admin","25/11/2025 15:35:15.94052",,,,,"f"
